gen,evals,hypervol,dist_diag,time,firts_front,avg,std,min,max
89,250,4.770186022018698e+19,548.7977243665792,0.19301414489746094,250,[8421.2   7979.02  8203.072 8079.884 8355.056],[197.52688931 203.00298421 202.317243   205.19282284 227.76236051],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8621. 8538. 8848.]
90,250,4.773928846888458e+19,546.6282099537589,0.18901634216308594,250,[8419.18  7980.356 8203.032 8077.96  8350.536],[201.54861349 205.05229885 200.66979587 204.72853831 228.21546114],[7942. 7471. 7700. 7571. 7714.],[8854. 8378. 8621. 8538. 8848.]
91,250,4.773928846888458e+19,550.7224236714568,0.18401479721069336,250,[8417.868 7979.364 8204.16  8077.932 8345.004],[205.10280977 209.23789213 205.07498726 206.15595887 231.33733807],[7942. 7471. 7700. 7571. 7714.],[8854. 8456. 8621. 8538. 8848.]
92,250,4.773928846888458e+19,555.6362785240144,0.21401619911193848,250,[8418.74  7978.024 8207.148 8075.408 8348.736],[205.75200704 214.71366846 204.88103401 207.11904194 233.08251394],[7942. 7471. 7700. 7626. 7714.],[8866. 8456. 8621. 8538. 8848.]
93,250,4.773928846888458e+19,561.6900696309971,0.18401336669921875,250,[8417.26  7970.2   8205.824 8080.816 8352.616],[206.53596394 218.07758253 201.57015906 209.50382847 239.7865312 ],[7980. 7471. 7700. 7626. 7682.],[8866. 8456. 8621. 8538. 8848.]
94,250,4.773928846888458e+19,563.0529418226275,0.20601463317871094,250,[8422.884 7973.524 8209.268 8075.592 8360.844],[206.37115725 217.38359051 201.95509445 207.10293464 235.14158217],[7980. 7471. 7700. 7626. 7682.],[8866. 8456. 8621. 8538. 8848.]
95,250,4.773928846888458e+19,563.7430119694867,0.1720128059387207,250,[8420.968 7971.432 8206.988 8080.016 8363.348],[208.35605817 215.06158508 204.71282289 207.05829069 237.73495093],[7980. 7471. 7700. 7628. 7682.],[8944. 8456. 8621. 8538. 8848.]
96,250,4.773928846888458e+19,562.4917850945461,0.18701481819152832,250,[8421.624 7972.872 8214.896 8080.152 8358.588],[209.55658573 213.06265655 205.61668508 207.60152431 237.23595481],[7980. 7471. 7700. 7628. 7682.],[8944. 8456. 8621. 8538. 8848.]
97,250,4.773928846888458e+19,560.374481767123,0.1910536289215088,250,[8418.684 7975.204 8214.396 8080.824 8355.66 ],[208.34671138 212.7692703  208.6585325  210.69498576 235.91412082],[7980. 7471. 7700. 7628. 7682.],[8944. 8456. 8621. 8538. 8848.]
98,250,4.773928846888458e+19,561.4541340138834,0.16119909286499023,250,[8424.464 7973.412 8213.468 8082.068 8360.476],[204.63550206 216.03768712 210.67467094 208.61071731 234.75260472],[7980. 7471. 7700. 7628. 7682.],[8944. 8459. 8621. 8538. 8848.]
99,250,4.773928846888458e+19,565.5123470013069,0.17501401901245117,250,[8423.388 7976.8   8216.204 8072.892 8358.516],[206.7946166  217.73646456 209.26181301 211.94446522 238.46323353],[7980. 7471. 7700. 7553. 7682.],[8944. 8459. 8644. 8538. 8848.]
100,250,4.865217557533072e+19,573.6146037992597,0.18301749229431152,250,[8427.472 7975.224 8208.808 8073.3   8362.608],[208.09282836 218.69799684 210.23813911 215.44447545 240.5220288 ],[7980. 7471. 7700. 7553. 7682.],[8944. 8459. 8644. 8538. 8848.]
101,250,4.865217557533072e+19,565.4209940374824,0.1645212173461914,250,[8414.376 7975.02  8202.38  8087.94  8368.532],[202.06647081 224.12861397 210.20902835 216.20949193 241.85002166],[7980. 7471. 7700. 7553. 7682.],[8944. 8459. 8644. 8538. 8848.]
102,250,4.865217557533072e+19,562.4803403907799,0.25221776962280273,250,[8411.812 7975.684 8201.056 8095.732 8367.952],[202.653499   224.78035533 212.46028538 216.48921492 240.77070772],[7901. 7471. 7700. 7628. 7682.],[8944. 8459. 8644. 8538. 8848.]
